PhraseId,Sentiment
156362,2
156363,2
156364,2
156365,2
156366,2
156367,2
156368,2
156369,2
156370,2
156371,2
156372,2
156373,2
156374,2
156375,2
156376,2
156377,2
156378,2
156379,2
156380,2
156381,2
156382,2
156383,2
156384,2
156385,2
156386,2
156387,2
156388,2
156389,2
156390,2
156391,2
156392,2
156393,2
156394,2
156395,2
156396,2
156397,2
156398,2
156399,2
156400,2
156401,2
156402,2
156403,2
156404,2
156405,3
156406,3
156407,3
156408,3
156409,2
156410,3
156411,3
156412,3
156413,2
156414,2
156415,2
156416,2
156417,3
156418,3
156419,2
156420,2
156421,2
156422,2
156423,2
156424,2
156425,2
156426,2
156427,2
156428,2
156429,2
156430,2
156431,3
156432,3
156433,3
156434,2
156435,2
156436,2
156437,2
156438,2
156439,2
156440,2
156441,2
156442,2
156443,2
156444,2
156445,2
156446,3
156447,2
156448,3
156449,2
156450,2
156451,3
156452,3
156453,2
156454,3
156455,3
156456,3
156457,1
156458,1
156459,2
156460,2
156461,2
156462,2
156463,2
156464,2
156465,2
156466,3
156467,3
156468,3
156469,3
156470,3
156471,3
156472,3
156473,2
156474,3
156475,2
156476,2
156477,1
156478,1
156479,1
156480,2
156481,1
156482,2
156483,2
156484,2
156485,2
156486,2
156487,2
156488,2
156489,2
156490,2
156491,2
156492,2
156493,2
156494,2
156495,2
156496,2
156497,2
156498,2
156499,2
156500,2
156501,2
156502,2
156503,2
156504,2
156505,2
156506,2
156507,2
156508,2
156509,2
156510,2
156511,2
156512,2
156513,2
156514,2
156515,2
156516,2
156517,2
156518,2
156519,2
156520,2
156521,2
156522,2
156523,2
156524,2
156525,2
156526,2
156527,2
156528,2
156529,2
156530,2
156531,2
156532,2
156533,2
156534,2
156535,2
156536,2
156537,2
156538,1
156539,1
156540,1
156541,1
156542,1
156543,2
156544,2
156545,2
156546,2
156547,2
156548,2
156549,2
156550,2
156551,2
156552,2
156553,2
156554,2
156555,2
156556,2
156557,2
156558,2
156559,2
156560,2
156561,2
156562,2
156563,2
156564,2
156565,2
156566,2
156567,3
156568,3
156569,3
156570,2
156571,3
156572,2
156573,3
156574,2
156575,3
156576,3
156577,2
156578,3
156579,3
156580,2
156581,2
156582,2
156583,3
156584,3
156585,2
156586,3
156587,2
156588,2
156589,2
156590,2
156591,2
156592,2
156593,2
156594,2
156595,2
156596,2
156597,2
156598,2
156599,2
156600,2
156601,2
156602,2
156603,2
156604,2
156605,2
156606,2
156607,2
156608,2
156609,2
156610,2
156611,2
156612,2
156613,2
156614,2
156615,2
156616,2
156617,2
156618,2
156619,2
156620,2
156621,2
156622,2
156623,2
156624,2
156625,2
156626,2
156627,2
156628,2
156629,2
156630,2
156631,2
156632,2
156633,2
156634,2
156635,2
156636,2
156637,2
156638,2
156639,2
156640,2
156641,2
156642,2
156643,2
156644,2
156645,2
156646,2
156647,2
156648,2
156649,2
156650,2
156651,2
156652,2
156653,2
156654,2
156655,2
156656,2
156657,2
156658,2
156659,2
156660,2
156661,2
156662,2
156663,2
156664,2
156665,2
156666,2
156667,2
156668,2
156669,2
156670,2
156671,2
156672,2
156673,2
156674,2
156675,2
156676,2
156677,2
156678,2
156679,2
156680,2
156681,2
156682,2
156683,2
156684,2
156685,2
156686,2
156687,2
156688,2
156689,2
156690,2
156691,2
156692,2
156693,2
156694,2
156695,2
156696,2
156697,2
156698,2
156699,2
156700,2
156701,2
156702,2
156703,2
156704,2
156705,2
156706,2
156707,2
156708,2
156709,2
156710,2
156711,2
156712,2
156713,2
156714,2
156715,2
156716,2
156717,2
156718,2
156719,2
156720,2
156721,2
156722,2
156723,2
156724,2
156725,2
156726,2
156727,2
156728,2
156729,2
156730,2
156731,2
156732,2
156733,2
156734,2
156735,2
156736,2
156737,2
156738,2
156739,2
156740,2
156741,2
156742,2
156743,2
156744,2
156745,2
156746,2
156747,2
156748,2
156749,2
156750,2
156751,2
156752,2
156753,2
156754,2
156755,2
156756,2
156757,2
156758,2
156759,2
156760,2
156761,2
156762,2
156763,2
156764,2
156765,2
156766,2
156767,1
156768,1
156769,2
156770,1
156771,2
156772,1
156773,2
156774,2
156775,2
156776,2
156777,2
156778,1
156779,2
156780,1
156781,1
156782,1
156783,1
156784,2
156785,1
156786,2
156787,2
156788,1
156789,2
156790,2
156791,2
156792,2
156793,1
156794,2
156795,1
156796,2
156797,1
156798,2
156799,2
156800,2
156801,2
156802,2
156803,2
156804,2
156805,2
156806,1
156807,1
156808,1
156809,2
156810,2
156811,2
156812,1
156813,1
156814,2
156815,2
156816,2
156817,2
156818,2
156819,2
156820,2
156821,2
156822,2
156823,2
156824,2
156825,2
156826,1
156827,1
156828,2
156829,1
156830,3
156831,3
156832,3
156833,3
156834,1
156835,1
156836,3
156837,2
156838,2
156839,2
156840,2
156841,3
156842,3
156843,2
156844,2
156845,2
156846,2
156847,2
156848,2
156849,2
156850,2
156851,2
156852,2
156853,2
156854,2
156855,2
156856,2
156857,2
156858,3
156859,2
156860,2
156861,2
156862,2
156863,2
156864,2
156865,2
156866,2
156867,2
156868,2
156869,2
156870,2
156871,2
156872,2
156873,2
156874,2
156875,2
156876,2
156877,2
156878,2
156879,2
156880,2
156881,2
156882,2
156883,2
156884,2
156885,2
156886,2
156887,2
156888,2
156889,2
156890,2
156891,2
156892,2
156893,2
156894,2
156895,2
156896,2
156897,2
156898,2
156899,2
156900,1
156901,2
156902,2
156903,2
156904,2
156905,1
156906,1
156907,2
156908,1
156909,1
156910,1
156911,2
156912,2
156913,2
156914,2
156915,1
156916,1
156917,2
156918,1
156919,2
156920,1
156921,1
156922,1
156923,2
156924,2
156925,2
156926,2
156927,2
156928,2
156929,2
156930,2
156931,2
156932,2
156933,2
156934,2
156935,2
156936,2
156937,2
156938,2
156939,2
156940,2
156941,1
156942,1
156943,1
156944,2
156945,2
156946,1
156947,2
156948,1
156949,1
156950,1
156951,1
156952,1
156953,1
156954,2
156955,2
156956,2
156957,2
156958,2
156959,2
156960,2
156961,2
156962,2
156963,2
156964,2
156965,2
156966,2
156967,2
156968,2
156969,2
156970,2
156971,2
156972,2
156973,2
156974,2
156975,2
156976,2
156977,2
156978,2
156979,2
156980,2
156981,2
156982,2
156983,2
156984,2
156985,2
156986,2
156987,2
156988,2
156989,2
156990,2
156991,2
156992,2
156993,2
156994,2
156995,2
156996,2
156997,2
156998,2
156999,2
157000,2
157001,2
157002,2
157003,2
157004,2
157005,2
157006,2
157007,2
157008,2
157009,2
157010,2
157011,2
157012,2
157013,2
157014,2
157015,2
157016,2
157017,2
157018,2
157019,2
157020,2
157021,2
157022,2
157023,2
157024,2
157025,2
157026,2
157027,2
157028,2
157029,2
157030,2
157031,2
157032,2
157033,2
157034,2
157035,2
157036,2
157037,2
157038,2
157039,2
157040,2
157041,2
157042,2
157043,2
157044,2
157045,2
157046,2
157047,2
157048,2
157049,2
157050,2
157051,2
157052,2
157053,2
157054,2
157055,2
157056,2
157057,2
157058,2
157059,2
157060,2
157061,2
157062,2
157063,2
157064,2
157065,2
157066,2
157067,2
157068,2
157069,2
157070,2
157071,2
157072,2
157073,2
157074,1
157075,1
157076,1
157077,2
157078,1
157079,1
157080,1
157081,1
157082,1
157083,2
157084,2
157085,2
157086,2
157087,2
157088,2
157089,2
157090,2
157091,2
157092,2
157093,2
157094,2
157095,2
157096,2
157097,2
157098,2
157099,2
157100,2
157101,2
157102,2
157103,2
157104,2
157105,2
157106,2
157107,2
157108,2
157109,2
157110,2
157111,2
157112,2
157113,2
157114,2
157115,2
157116,2
157117,2
157118,2
157119,2
157120,2
157121,2
157122,2
157123,2
157124,2
157125,2
157126,2
157127,2
157128,2
157129,2
157130,2
157131,2
157132,2
157133,2
157134,2
157135,2
157136,2
157137,2
157138,2
157139,2
157140,2
157141,2
157142,2
157143,2
157144,2
157145,2
157146,2
157147,2
157148,2
157149,2
157150,2
157151,2
157152,2
157153,2
157154,2
157155,2
157156,2
157157,2
157158,2
157159,2
157160,2
157161,2
157162,2
157163,2
157164,2
157165,2
157166,2
157167,2
157168,2
157169,2
157170,2
157171,2
157172,2
157173,2
157174,2
157175,2
157176,2
157177,2
157178,2
157179,2
157180,2
157181,2
157182,2
157183,2
157184,2
157185,2
157186,2
157187,2
157188,2
157189,2
157190,2
157191,2
157192,2
157193,2
157194,2
157195,2
157196,2
157197,2
157198,2
157199,2
157200,2
157201,2
157202,2
157203,2
157204,2
157205,2
157206,2
157207,2
157208,2
157209,2
157210,2
157211,2
157212,2
157213,2
157214,2
157215,2
157216,2
157217,2
157218,2
157219,2
157220,2
157221,2
157222,2
157223,2
157224,2
157225,2
157226,2
157227,2
157228,2
157229,2
157230,2
157231,2
157232,2
157233,2
157234,2
157235,2
157236,1
157237,3
157238,3
157239,2
157240,2
157241,2
157242,1
157243,1
157244,2
157245,2
157246,2
157247,2
157248,2
157249,2
157250,2
157251,2
157252,2
157253,2
157254,2
157255,2
157256,2
157257,2
157258,2
157259,2
157260,2
157261,2
157262,2
157263,2
157264,2
157265,2
157266,2
157267,2
157268,2
157269,2
157270,2
157271,2
157272,2
157273,2
157274,2
157275,2
157276,2
157277,1
157278,1
157279,1
157280,1
157281,2
157282,2
157283,2
157284,2
157285,2
157286,2
157287,2
157288,2
157289,2
157290,2
157291,2
157292,2
157293,2
157294,2
157295,2
157296,2
157297,2
157298,2
157299,2
157300,2
157301,2
157302,2
157303,2
157304,2
157305,2
157306,2
157307,2
157308,2
157309,2
157310,2
157311,2
157312,2
157313,2
157314,2
157315,2
157316,2
157317,2
157318,2
157319,2
157320,2
157321,2
157322,2
157323,2
157324,2
157325,2
157326,2
157327,2
157328,2
157329,2
157330,2
157331,2
157332,2
157333,2
157334,2
157335,2
157336,2
157337,2
157338,2
157339,2
157340,2
157341,2
157342,2
157343,2
157344,2
157345,2
157346,2
157347,2
157348,2
157349,2
157350,2
157351,2
157352,2
157353,2
157354,2
157355,2
157356,1
157357,1
157358,1
157359,1
157360,1
157361,2
157362,2
157363,2
157364,2
157365,2
157366,2
157367,2
157368,2
157369,2
157370,2
157371,2
157372,2
157373,1
157374,2
157375,2
157376,1
157377,1
157378,2
157379,1
157380,2
157381,1
157382,3
157383,2
157384,2
157385,2
157386,2
157387,2
157388,2
157389,2
157390,2
157391,2
157392,2
157393,2
157394,2
157395,2
157396,2
157397,2
157398,2
157399,2
157400,2
157401,2
157402,2
157403,2
157404,2
157405,2
157406,2
157407,2
157408,2
157409,2
157410,2
157411,2
157412,2
157413,2
157414,2
157415,2
157416,2
157417,2
157418,2
157419,2
157420,2
157421,2
157422,2
157423,2
157424,2
157425,2
157426,2
157427,2
157428,2
157429,2
157430,2
157431,2
157432,2
157433,2
157434,2
157435,2
157436,2
157437,2
157438,2
157439,2
157440,2
157441,2
157442,2
157443,2
157444,2
157445,2
157446,2
157447,2
157448,2
157449,2
157450,2
157451,2
157452,2
157453,2
157454,2
157455,2
157456,2
157457,2
157458,2
157459,2
157460,1
157461,1
157462,1
157463,2
157464,1
157465,1
157466,2
157467,2
157468,2
157469,2
157470,2
157471,2
157472,2
157473,2
157474,2
157475,2
157476,2
157477,2
157478,2
157479,2
157480,2
157481,2
157482,2
157483,2
157484,2
157485,2
157486,2
157487,2
157488,2
157489,2
157490,2
157491,2
157492,2
157493,2
157494,2
157495,2
157496,2
157497,2
157498,2
157499,2
157500,2
157501,2
157502,2
157503,2
157504,2
157505,2
157506,2
157507,2
157508,2
157509,2
157510,2
157511,2
157512,2
157513,2
157514,2
157515,2
157516,2
157517,2
157518,2
157519,2
157520,2
157521,2
157522,2
157523,2
157524,2
157525,2
157526,2
157527,2
157528,2
157529,2
157530,2
157531,2
157532,2
157533,2
157534,2
157535,2
157536,2
157537,2
157538,2
157539,2
157540,2
157541,2
157542,2
157543,2
157544,2
157545,2
157546,2
157547,2
157548,2
157549,2
157550,2
157551,2
157552,2
157553,2
157554,2
157555,2
157556,2
157557,2
157558,2
157559,2
157560,2
157561,2
157562,2
157563,2
157564,2
157565,2
157566,2
157567,3
157568,2
157569,2
157570,2
157571,2
157572,2
157573,2
157574,2
157575,2
157576,2
157577,2
157578,1
157579,2
157580,1
157581,1
157582,2
157583,2
157584,2
157585,2
157586,2
157587,2
157588,2
157589,2
157590,2
157591,2
157592,2
157593,2
157594,2
157595,2
157596,2
157597,2
157598,2
157599,2
157600,2
157601,2
157602,2
157603,2
157604,2
157605,2
157606,2
157607,2
157608,2
157609,2
157610,2
157611,2
157612,2
157613,2
157614,2
157615,2
157616,2
157617,2
157618,2
157619,2
157620,2
157621,2
157622,2
157623,2
157624,3
157625,2
157626,2
157627,2
157628,2
157629,2
157630,2
157631,3
157632,2
157633,2
157634,2
157635,2
157636,2
157637,2
157638,2
157639,2
157640,2
157641,2
157642,2
157643,2
157644,2
157645,2
157646,2
157647,2
157648,2
157649,2
157650,2
157651,2
157652,2
157653,2
157654,2
157655,2
157656,2
157657,2
157658,2
157659,2
157660,2
157661,2
157662,2
157663,2
157664,2
157665,2
157666,2
157667,2
157668,2
157669,2
157670,2
157671,3
157672,2
157673,2
157674,2
157675,3
157676,3
157677,3
157678,2
157679,2
157680,2
157681,3
157682,2
157683,2
157684,2
157685,2
157686,2
157687,2
157688,2
157689,2
157690,2
157691,2
157692,2
157693,2
157694,2
157695,3
157696,1
157697,1
157698,3
157699,3
157700,2
157701,2
157702,2
157703,2
157704,2
157705,2
157706,3
157707,3
157708,2
157709,2
157710,3
157711,3
157712,2
157713,3
157714,3
157715,3
157716,2
157717,2
157718,2
157719,1
157720,2
157721,2
157722,2
157723,2
157724,2
157725,2
157726,2
157727,2
157728,2
157729,2
157730,1
157731,1
157732,1
157733,1
157734,1
157735,2
157736,2
157737,2
157738,2
157739,2
157740,2
157741,2
157742,2
157743,2
157744,2
157745,2
157746,2
157747,2
157748,2
157749,2
157750,2
157751,2
157752,2
157753,2
157754,2
157755,3
157756,2
157757,2
157758,2
157759,2
157760,2
157761,2
157762,2
157763,2
157764,2
157765,3
157766,3
157767,2
157768,2
157769,2
157770,2
157771,2
157772,2
157773,2
157774,2
157775,2
157776,2
157777,2
157778,3
157779,2
157780,3
157781,2
157782,2
157783,2
157784,2
157785,2
157786,2
157787,2
157788,2
157789,2
157790,2
157791,2
157792,2
157793,2
157794,2
157795,2
157796,2
157797,2
157798,2
157799,2
157800,2
157801,2
157802,2
157803,2
157804,2
157805,2
157806,2
157807,2
157808,2
157809,2
157810,2
157811,2
157812,2
157813,2
157814,2
157815,2
157816,2
157817,2
157818,0
157819,0
157820,2
157821,0
157822,2
157823,2
157824,2
157825,2
157826,2
157827,2
157828,2
157829,2
157830,2
157831,2
157832,2
157833,2
157834,2
157835,2
157836,2
157837,2
157838,2
157839,2
157840,2
157841,2
157842,2
157843,2
157844,2
157845,2
157846,2
157847,2
157848,2
157849,2
157850,2
157851,2
157852,2
157853,2
157854,2
157855,2
157856,2
157857,2
157858,2
157859,2
157860,2
157861,2
157862,2
157863,2
157864,2
157865,2
157866,1
157867,2
157868,2
157869,2
157870,2
157871,2
157872,2
157873,2
157874,2
157875,2
157876,2
157877,2
157878,2
157879,2
157880,2
157881,1
157882,1
157883,1
157884,1
157885,1
157886,1
157887,1
157888,2
157889,1
157890,2
157891,2
157892,2
157893,2
157894,2
157895,3
157896,2
157897,2
157898,2
157899,2
157900,2
157901,2
157902,2
157903,2
157904,2
157905,2
157906,2
157907,2
157908,3
157909,3
157910,2
157911,2
157912,2
157913,2
157914,2
157915,2
157916,2
157917,3
157918,3
157919,3
157920,3
157921,2
157922,2
157923,2
157924,2
157925,2
157926,2
157927,2
157928,2
157929,2
157930,2
157931,2
157932,2
157933,2
157934,2
157935,4
157936,4
157937,4
157938,4
157939,2
157940,2
157941,4
157942,4
157943,3
157944,3
157945,3
157946,2
157947,2
157948,2
157949,2
157950,2
157951,2
157952,2
157953,2
157954,3
157955,2
157956,2
157957,2
157958,2
157959,2
157960,2
157961,2
157962,2
157963,2
157964,2
157965,2
157966,2
157967,2
157968,2
157969,2
157970,4
157971,4
157972,4
157973,4
157974,0
157975,2
157976,2
157977,2
157978,0
157979,0
157980,0
157981,0
157982,2
157983,0
157984,2
157985,2
157986,2
157987,2
157988,2
157989,2
157990,2
157991,2
157992,2
157993,2
157994,2
157995,2
157996,2
157997,2
157998,2
157999,2
158000,1
158001,1
158002,2
158003,2
158004,2
158005,1
158006,1
158007,1
158008,1
158009,2
158010,2
158011,2
158012,2
158013,2
158014,2
158015,2
158016,2
158017,2
158018,2
158019,2
158020,2
158021,2
158022,2
158023,2
158024,2
158025,2
158026,2
158027,2
158028,2
158029,2
158030,2
158031,2
158032,2
158033,2
158034,2
158035,2
158036,2
158037,2
158038,2
158039,2
158040,2
158041,2
158042,2
158043,2
158044,2
158045,2
158046,2
158047,2
158048,2
158049,2
158050,2
158051,2
158052,2
158053,2
158054,2
158055,2
158056,2
158057,2
158058,2
158059,2
158060,2
158061,2
158062,2
158063,2
158064,2
158065,2
158066,2
158067,2
158068,2
158069,2
158070,2
158071,2
158072,2
158073,2
158074,2
158075,2
158076,2
158077,2
158078,2
158079,2
158080,2
158081,2
158082,2
158083,2
158084,2
158085,2
158086,2
158087,2
158088,2
158089,2
158090,2
158091,2
158092,2
158093,2
158094,3
158095,3
158096,1
158097,1
158098,1
158099,1
158100,1
158101,2
158102,2
158103,2
158104,2
158105,2
158106,3
158107,3
158108,3
158109,2
158110,2
158111,2
158112,3
158113,2
158114,2
158115,2
158116,2
158117,3
158118,3
158119,2
158120,3
158121,3
158122,3
158123,1
158124,1
158125,1
158126,1
158127,2
158128,2
158129,1
158130,1
158131,1
158132,1
158133,2
158134,2
158135,2
158136,2
158137,2
158138,2
158139,2
158140,2
158141,2
158142,1
158143,2
158144,2
158145,1
158146,2
158147,1
158148,2
158149,1
158150,2
158151,2
158152,2
158153,2
158154,2
158155,2
158156,1
158157,2
158158,1
158159,1
158160,3
158161,3
158162,2
158163,2
158164,2
158165,2
158166,2
158167,2
158168,2
158169,2
158170,2
158171,2
158172,2
158173,2
158174,2
158175,2
158176,2
158177,2
158178,2
158179,2
158180,2
158181,2
158182,2
158183,2
158184,2
158185,2
158186,2
158187,2
158188,2
158189,2
158190,2
158191,2
158192,2
158193,2
158194,2
158195,3
158196,3
158197,3
158198,3
158199,3
158200,2
158201,2
158202,2
158203,2
158204,1
158205,2
158206,2
158207,2
158208,2
158209,2
158210,2
158211,2
158212,2
158213,2
158214,2
158215,2
158216,2
158217,2
158218,2
158219,2
158220,2
158221,2
158222,2
158223,2
158224,1
158225,1
158226,2
158227,2
158228,2
158229,2
158230,1
158231,1
158232,1
158233,1
158234,2
158235,2
158236,2
158237,2
158238,2
158239,2
158240,2
158241,2
158242,2
158243,2
158244,2
158245,2
158246,2
158247,2
158248,2
158249,2
158250,1
158251,2
158252,1
158253,1
158254,2
158255,1
158256,1
158257,2
158258,2
158259,2
158260,2
158261,2
158262,2
158263,2
158264,2
158265,2
158266,2
158267,2
158268,2
158269,2
158270,2
158271,2
158272,2
158273,1
158274,1
158275,2
158276,2
158277,2
158278,2
158279,2
158280,1
158281,2
158282,2
158283,2
158284,2
158285,2
158286,2
158287,2
158288,2
158289,2
158290,2
158291,1
158292,1
158293,1
158294,2
158295,2
158296,2
158297,2
158298,2
158299,2
158300,2
158301,1
158302,1
158303,2
158304,2
158305,2
158306,2
158307,1
158308,3
158309,2
158310,2
158311,2
158312,2
158313,2
158314,2
158315,2
158316,2
158317,2
158318,2
158319,3
158320,2
158321,2
158322,2
158323,3
158324,3
158325,2
158326,3
158327,3
158328,3
158329,3
158330,2
158331,2
158332,2
158333,2
158334,2
158335,2
158336,2
158337,2
158338,1
158339,1
158340,1
158341,2
158342,2
158343,1
158344,2
158345,1
158346,1
158347,1
158348,2
158349,1
158350,1
158351,1
158352,1
158353,1
158354,1
158355,1
158356,1
158357,2
158358,2
158359,2
158360,2
158361,2
158362,2
158363,2
158364,2
158365,2
158366,2
158367,2
158368,2
158369,2
158370,2
158371,2
158372,2
158373,2
158374,2
158375,2
158376,2
158377,2
158378,2
158379,2
158380,2
158381,2
158382,2
158383,2
158384,2
158385,2
158386,2
158387,2
158388,2
158389,2
158390,2
158391,2
158392,2
158393,2
158394,2
158395,2
158396,2
158397,2
158398,2
158399,2
158400,2
158401,2
158402,2
158403,2
158404,2
158405,2
158406,2
158407,2
158408,2
158409,2
158410,2
158411,2
158412,2
158413,2
158414,2
158415,2
158416,2
158417,2
158418,2
158419,2
158420,2
158421,2
158422,2
158423,2
158424,2
158425,2
158426,2
158427,2
158428,2
158429,2
158430,2
158431,2
158432,2
158433,2
158434,2
158435,2
158436,2
158437,2
158438,2
158439,2
158440,2
158441,2
158442,2
158443,2
158444,2
158445,2
158446,2
158447,2
158448,2
158449,2
158450,2
158451,2
158452,2
158453,2
158454,2
158455,2
158456,2
158457,4
158458,3
158459,1
158460,1
158461,1
158462,2
158463,2
158464,2
158465,2
158466,2
158467,2
158468,1
158469,2
158470,3
158471,3
158472,3
158473,3
158474,2
158475,2
158476,2
158477,2
158478,2
158479,2
158480,2
158481,2
158482,2
158483,2
158484,2
158485,2
158486,2
158487,2
158488,2
158489,2
158490,2
158491,2
158492,2
158493,2
158494,2
158495,2
158496,2
158497,3
158498,3
158499,2
158500,2
158501,2
158502,2
158503,2
158504,3
158505,3
158506,2
158507,3
158508,3
158509,3
158510,3
158511,2
158512,2
158513,2
158514,2
158515,2
158516,2
158517,2
158518,2
158519,2
158520,2
158521,2
158522,2
158523,2
158524,2
158525,2
158526,2
158527,2
158528,2
158529,2
158530,2
158531,2
158532,2
158533,2
158534,2
158535,1
158536,2
158537,2
158538,2
158539,2
158540,1
158541,1
158542,2
158543,1
158544,2
158545,2
158546,1
158547,2
158548,1
158549,1
158550,1
158551,1
158552,1
158553,2
158554,4
158555,3
158556,3
158557,3
158558,2
158559,3
158560,3
158561,3
158562,2
158563,4
158564,4
158565,4
158566,4
158567,2
158568,2
158569,2
158570,2
158571,2
158572,4
158573,4
158574,2
158575,2
158576,2
158577,4
158578,4
158579,4
158580,4
158581,2
158582,4
158583,4
158584,4
158585,2
158586,2
158587,2
158588,2
158589,2
158590,2
158591,2
158592,2
158593,2
158594,2
158595,2
158596,2
158597,2
158598,2
158599,2
158600,2
158601,2
158602,3
158603,3
158604,3
158605,3
158606,3
158607,3
158608,1
158609,3
158610,3
158611,3
158612,3
158613,3
158614,2
158615,2
158616,2
158617,2
158618,2
158619,2
158620,2
158621,3
158622,3
158623,2
158624,2
158625,2
158626,2
158627,2
158628,2
158629,2
158630,2
158631,2
158632,2
158633,2
158634,2
158635,2
158636,1
158637,2
158638,2
158639,2
158640,2
158641,2
158642,2
158643,1
158644,1
158645,2
158646,2
158647,2
158648,1
158649,1
158650,2
158651,2
158652,1
158653,2
158654,2
158655,2
158656,2
158657,2
158658,2
158659,2
158660,2
158661,2
158662,2
158663,2
158664,2
158665,2
158666,2
158667,2
158668,2
158669,2
158670,2
158671,2
158672,2
158673,2
158674,2
158675,2
158676,2
158677,2
158678,2
158679,2
158680,2
158681,2
158682,2
158683,2
158684,2
158685,2
158686,2
158687,2
158688,2
158689,2
158690,2
158691,2
158692,2
158693,2
158694,2
158695,2
158696,2
158697,2
158698,2
158699,2
158700,2
158701,2
158702,2
158703,2
158704,2
158705,2
158706,2
158707,2
158708,2
158709,2
158710,2
158711,2
158712,2
158713,2
158714,2
158715,2
158716,2
158717,2
158718,2
158719,2
158720,2
158721,2
158722,2
158723,2
158724,2
158725,2
158726,2
158727,2
158728,2
158729,2
158730,2
158731,2
158732,2
158733,3
158734,3
158735,2
158736,3
158737,3
158738,2
158739,2
158740,2
158741,2
158742,2
158743,2
158744,2
158745,2
158746,2
158747,2
158748,2
158749,2
158750,2
158751,2
158752,2
158753,2
158754,2
158755,2
158756,2
158757,2
158758,2
158759,2
158760,2
158761,2
158762,2
158763,2
158764,2
158765,2
158766,2
158767,2
158768,2
158769,2
158770,2
158771,2
158772,2
158773,2
158774,2
158775,2
158776,2
158777,2
158778,2
158779,2
158780,2
158781,2
158782,2
158783,2
158784,2
158785,2
158786,2
158787,2
158788,2
158789,2
158790,2
158791,2
158792,2
158793,2
158794,1
158795,1
158796,1
158797,2
158798,2
158799,2
158800,2
158801,2
158802,2
158803,2
158804,2
158805,2
158806,2
158807,2
158808,2
158809,2
158810,2
158811,2
158812,2
158813,2
158814,2
158815,2
158816,2
158817,2
158818,2
158819,2
158820,2
158821,2
158822,2
158823,2
158824,2
158825,2
158826,2
158827,2
158828,2
158829,2
158830,2
158831,2
158832,2
158833,2
158834,2
158835,2
158836,2
158837,2
158838,2
158839,2
158840,2
158841,2
158842,2
158843,3
158844,2
158845,2
158846,2
158847,2
158848,2
158849,2
158850,2
158851,2
158852,2
158853,2
158854,2
158855,2
